Satisfaction_Level,Monthly_Hours,Projects_Completed,Department,Performance_Score,Will_Leave
0.4370861069626263,241,9,IT,81.11258320887879,0
0.9556428757689246,205,8,HR,94.66928627306774,0
0.7587945476302645,164,5,sales,82.76383642890794,0
0.6387926357773329,202,1,HR,71.16377907331999,0
0.24041677639819287,289,7,sales,71.21250329194578,1
0.2403950683025824,253,5,IT,67.21185204907746,1
0.15227525095137953,255,6,IT,66.56825752854138,1
0.8795585311974417,193,7,IT,90.38675593592325,0
0.6410035105688879,173,3,IT,75.23010531706663,0
0.737265320016441,201,3,HR,78.11795960049324,0
0.1185260448662222,188,5,sales,63.55578134598667,0
0.9729188669457949,242,6,sales,91.18756600837385,0
0.8491983767203796,182,9,HR,93.47595130161139,0
0.29110519961044856,235,5,sales,68.73315598831346,1
0.26364247048639056,217,1,IT,59.90927411459172,1
0.2650640588680905,199,4,sales,65.95192176604272,0
0.373818018663584,171,5,IT,71.21454055990752,0
0.5722807884690141,283,5,HR,77.16842365407042,0
0.48875051677790415,143,7,sales,78.66251550333712,0
0.36210622617823773,252,4,HR,68.86318678534712,1
0.6506676052501416,297,1,sales,71.52002815750424,0
0.22554447458683766,278,5,IT,66.76633423760512,1
0.3629301836816964,258,7,HR,74.88790551045089,1
0.4297256589643226,250,6,sales,74.89176976892968,0
0.5104629857953323,157,5,IT,75.31388957385997,0
0.8066583652537123,122,4,HR,82.19975095761137,0
0.2797064039425238,231,2,HR,62.39119211827571,1
0.5628109945722505,110,4,sales,74.88432983716751,0
0.6331731119758383,137,3,sales,74.99519335927515,0
0.14180537144799796,237,1,sales,56.25416114343994,1
0.6467903667112945,217,8,IT,85.40371100133883,0
0.2534717113185624,225,5,sales,67.60415133955686,1
0.1585464336867516,224,4,HR,62.75639301060255,1
0.9539969835279999,284,8,HR,94.61990950584,0
0.9690688297671034,234,7,sales,93.0720648930131,0
0.827557613304815,217,2,sales,78.82672839914446,0
0.3741523922560336,122,1,HR,63.224571767681006,0
0.1879049026057455,265,4,IT,63.63714707817236,1
0.7158097238609412,293,8,sales,87.47429171582823,0
0.4961372443656412,276,2,sales,68.88411733096923,0
0.20983441136030095,204,3,HR,62.29503234080903,1
0.5456592191001431,208,1,sales,68.36977657300429,0
0.13094966900369656,111,1,IT,55.9284900701109,0
0.9183883618709039,247,3,HR,83.55165085612711,0
0.3329019834400152,127,5,sales,69.98705950320046,0
0.6962700559185838,198,3,HR,76.88810167755751,0
0.3805399684804699,140,1,sales,63.41619905441409,0
0.5680612190600297,271,1,sales,69.0418365718009,0
0.5920392514089517,97,8,sales,83.76117754226856,0
0.26636900997297436,116,2,IT,61.99107029918923,0
0.9726261649881027,116,3,IT,85.17878494964307,0
0.7976195410250031,110,2,HR,77.92858623075008,0
0.9455490474077702,119,3,sales,84.3664714222331,0
0.905344615384884,186,7,sales,91.16033846154652,0
0.6381099809299766,117,1,IT,71.1432994278993,0
0.9296868115208051,200,8,sales,93.89060434562415,0
0.17964325184672755,281,2,IT,59.389297555401825,1
0.27638457617723067,286,3,sales,64.29153728531692,1
0.14070456001948428,150,9,HR,72.22113680058453,0
0.39279729768693794,137,7,sales,75.78391893060814,0
0.4498095607205338,236,4,sales,71.49428682161602,0
0.34421412859650635,93,5,IT,70.3264238578952,0
0.8458637582367364,124,2,sales,79.37591274710209,0
0.4210779940242304,281,8,sales,78.63233982072691,0
0.3528410587186427,138,4,IT,68.58523176155927,0
0.5884264748424236,106,9,HR,85.6527942452727,0
0.2268318024772864,261,5,HR,66.8049540743186,1
0.8219772826786357,247,9,IT,92.65931848035908,0
0.16709557931179375,135,4,IT,63.012867379353814,0
0.9881982429404655,206,5,IT,89.64594728821396,0
0.7950202923669917,95,9,IT,91.85060877100975,0
0.2788441133807552,188,8,IT,74.36532340142266,0
0.10496990541124217,213,3,HR,59.14909716233726,1
0.8339152856093507,126,1,HR,77.01745856828052,0
0.7361716094628554,113,3,IT,78.08514828388566,0
0.7561064512368886,182,4,sales,80.68319353710666,0
0.7941433120173511,135,2,IT,77.82429936052054,0
0.16664018656068133,270,1,sales,56.99920559682044,1
0.4226191556898453,184,7,IT,76.67857467069535,0
0.20428215357261675,188,8,IT,72.1284646071785,0
0.8767930832880342,277,7,HR,90.30379249864103,0
0.6609683141448022,205,5,sales,79.82904942434406,0
0.39780822236738433,280,1,sales,63.934246671021526,1
0.1572025152574213,249,7,HR,68.71607545772264,1
0.379884089544096,250,7,HR,75.39652268632288,1
0.3926649898240724,156,9,HR,79.77994969472218,0
0.7566455605042577,217,3,HR,78.69936681512773,0
0.6738017242196918,107,9,sales,88.21405172659075,0
0.8984914683186939,114,1,sales,78.95474404956082,0
0.5249934326457544,143,1,IT,67.74980297937263,0
0.20763482134447153,147,4,IT,64.22904464033414,0
0.7419203085006955,156,9,HR,90.25760925502087,0
0.7847065437552077,193,6,HR,85.54119631265623,0
0.6051494778125466,263,3,HR,74.1544843343764,0
0.7938704619591049,113,1,IT,75.81611385877315,0
0.5444160367279517,203,4,IT,74.33248110183855,0
0.5704595464437947,121,9,IT,85.11378639331384,0
0.4847869165226947,264,3,IT,70.54360749568085,0
0.12287721406968567,175,9,IT,71.68631642209057,0
0.19710228429397403,240,7,IT,69.91306852881922,1
0.12828626711806082,283,4,IT,61.84858801354182,1
0.6727693701374023,216,3,HR,76.18308110412207,0
0.382920382968694,244,5,HR,71.48761148906082,1
0.5577136220482325,219,5,HR,76.73140866144698,0
0.9168098265334838,106,3,HR,83.50429479600452,0
0.32436300623398745,193,9,IT,77.73089018701963,0
0.4693446307320668,250,4,sales,72.08033892196201,0
0.7799960246887438,226,5,IT,83.39988074066231,0
0.3059183489424602,132,4,sales,67.17755046827381,0
0.1692819188459137,265,5,HR,65.07845756537742,1
0.3607763076223912,128,7,IT,74.82328922867174,0
0.24509915852860398,259,9,HR,75.35297475585813,1
0.9367278871083158,115,7,IT,92.10183661324947,0
0.8273083416079753,188,5,HR,84.81925024823926,0
0.6700633808593811,139,7,sales,84.10190142578143,0
0.884314531168946,242,5,sales,86.52943593506838,0
0.823304869209203,241,3,sales,80.6991460762761,0
0.2679130529974323,102,7,IT,72.03739158992298,0
0.90330309864098,149,2,sales,81.09909295922941,0
0.5854080177240857,224,9,IT,85.56224053172257,0
0.8266961396476563,146,1,sales,76.8008841894297,0
0.9064821699311439,125,6,sales,89.19446509793431,0
0.38620312747467755,262,7,IT,75.58609382424032,1
0.19904673207490908,109,8,IT,71.97140196224727,0
0.30514164628774754,154,9,sales,77.15424938863242,0
0.48439700976363065,97,2,IT,68.53191029290892,0
0.8362132893302437,233,2,sales,79.08639867990732,0
0.8746575249307091,231,5,IT,86.23972574792127,0
0.10625691747807164,293,5,HR,63.18770752434215,1
0.5596725723198092,204,6,HR,78.79017716959427,0
0.4756699028339011,232,3,HR,70.27009708501703,0
0.29989702942365726,181,8,HR,74.99691088270973,0
0.20787883060031453,187,1,HR,58.236364918009436,0
0.40385365426326514,155,6,sales,74.11560962789795,0
0.9486187335212672,121,4,HR,86.45856200563802,0
0.3908826388186797,280,1,HR,63.72647916456039,1
0.5669115595690295,175,7,HR,81.00734678707089,0
0.7327170630056601,140,9,HR,89.9815118901698,0
0.42726664214136456,242,4,IT,70.81799926424094,0
0.9746038744488646,275,4,sales,87.23811623346595,0
0.9662025654479001,152,6,HR,90.986076963437,0
0.3266040662428278,279,3,HR,65.79812198728483,1
0.547523655303147,214,6,HR,78.42570965909441,0
0.37079047883509275,239,7,sales,75.12371436505279,1
0.35635644493972085,147,3,IT,66.69069334819163,0
0.13319825261907953,147,7,sales,67.99594757857238,0
0.6486079005819072,175,3,IT,75.45823701745721,0
0.5524111209059753,138,2,HR,70.57233362717926,0
0.14633087612499043,269,4,HR,62.389926283749716,1
0.35078181781295026,259,8,sales,76.5234545343885,1
0.9174392973699883,159,9,sales,95.52317892109966,0
0.3156057016002752,104,7,IT,73.46817104800826,0
0.2304053848821008,143,1,IT,58.912161546463025,0
0.5405074842498068,277,3,sales,72.2152245274942,0
0.9870854086995406,190,9,IT,97.61256226098622,0
0.3178497443603504,97,1,sales,61.53549233081051,0
0.7049219926652907,142,9,IT,89.14765977995872,0
0.7854576537958459,149,8,sales,89.56372961387538,0
0.3138737895931597,197,1,sales,61.416213687794794,0
0.7553947137506736,94,6,sales,84.6618414125202,0
0.43100481944732794,192,5,IT,72.93014458341983,0
0.6690752475342215,285,6,IT,82.07225742602665,0
0.6701767396848052,95,5,IT,80.10530219054415,0
0.5821972156672827,198,6,sales,79.46591647001848,0
0.18126079304896747,205,5,IT,65.43782379146901,1
0.8517722460303142,183,5,IT,85.55316738090943,0
0.3887020584745623,136,4,sales,69.66106175423687,0
0.2678666593598688,188,3,HR,64.03599978079606,0
0.13669762739928754,144,3,sales,60.10092882197863,0
0.6318036488694176,257,4,IT,76.95410946608253,0
0.7098079256580542,141,9,sales,89.29423776974163,0
0.11492904603507054,233,2,HR,57.44787138105212,1
0.5608837524693528,102,9,sales,84.82651257408058,0
0.30384619767814414,203,1,IT,61.115385930344324,1
0.6806555113685049,213,1,HR,72.41966534105515,0
0.2569297861044923,195,5,IT,67.70789358313476,0
0.7218439642922193,247,6,HR,83.65531892876658,0
0.44806181167048365,236,6,HR,75.44185435011451,0
0.9430569898630611,234,3,sales,84.29170969589183,0
0.22376884973139394,209,7,sales,70.71306549194182,1
0.4069597159452327,152,9,IT,80.20879147835699,0
0.20212616911653017,108,8,sales,72.06378507349591,0
0.9322242564507065,181,6,sales,89.9667276935212,0
0.889605418042883,147,8,HR,92.68816254128649,0
0.33214746494364006,272,5,sales,69.9644239483092,1
0.6939856414307611,179,8,HR,86.81956924292284,0
0.8354999801810943,206,4,HR,83.06499940543283,0
0.5996807304395161,151,8,HR,83.99042191318549,0
0.5766855205204059,112,2,IT,71.30056561561217,0
0.3176670618104065,216,5,IT,69.53001185431219,1
0.1837924910253093,226,9,IT,73.51377473075928,1
0.907494182157994,229,4,HR,85.22482546473982,0
0.9103762514469974,218,6,IT,89.31128754340992,0
0.6697913115459412,147,1,IT,72.09373934637824,0
0.4051268119438306,211,9,sales,80.15380435831491,0
0.41428861715139487,90,1,IT,64.42865851454184,0
0.7533601109832154,123,5,IT,82.60080332949646,0
0.9073992339573194,185,4,HR,85.22197701871958,0
0.8983777818386056,215,3,HR,82.95133345515816,0
0.8018879912718615,207,6,HR,86.05663973815584,0
